2023-03-30 20:21:39,789 train_batch_size: 512
2023-03-30 20:21:39,790 test_batch_size: 512
2023-03-30 20:21:39,790 lr: 5e-05
2023-03-30 20:21:39,790 num_epochs: 50
2023-03-30 20:21:39,790 max_patience: 1
2023-03-30 20:21:41,288 Found cached dataset cifar10 (/home/dongwon/adapt-VL-models-to-vision-only-tasks/./cache/cifar10/plain_text/1.0.0/447d6ec4733dddd1ce3bb577c7166b986eaa4c538dcd9e805ba61f35674a9de4)
2023-03-30 20:21:46,101 Train Epoch: 0
2023-03-30 20:28:35,962 Step 66 - loss: 2.218593120574951 , train acc: 79.1015625
2023-03-30 20:28:41,808 Step 67 - loss: 2.199483871459961 , train acc: 78.125
2023-03-30 20:28:47,565 Step 68 - loss: 2.1543776988983154 , train acc: 80.46875
2023-03-30 20:28:54,011 Step 69 - loss: 2.1329965591430664 , train acc: 80.078125
2023-03-30 20:29:00,123 Step 70 - loss: 2.1410794258117676 , train acc: 82.03125
2023-03-30 20:29:06,391 Step 71 - loss: 2.1001853942871094 , train acc: 76.3671875
2023-03-30 20:29:12,392 Step 72 - loss: 2.05371356010437 , train acc: 82.421875
2023-03-30 20:29:18,539 Step 73 - loss: 2.0515189170837402 , train acc: 79.1015625
2023-03-30 20:29:24,311 Step 74 - loss: 1.9987683296203613 , train acc: 82.2265625
2023-03-30 20:29:30,283 Step 75 - loss: 1.9933747053146362 , train acc: 81.0546875
2023-03-30 20:29:36,824 Step 76 - loss: 1.946441650390625 , train acc: 82.6171875
2023-03-30 20:29:43,822 Step 77 - loss: 1.9182007312774658 , train acc: 82.6171875
2023-03-30 20:29:49,825 Step 78 - loss: 1.9494624137878418 , train acc: 81.25
2023-03-30 20:29:55,841 Step 79 - loss: 1.8549586534500122 , train acc: 85.546875
2023-03-30 20:30:01,960 Step 80 - loss: 1.826403021812439 , train acc: 84.1796875
2023-03-30 20:30:08,519 Step 81 - loss: 1.7595760822296143 , train acc: 86.71875
2023-03-30 20:30:14,628 Step 82 - loss: 1.7871136665344238 , train acc: 85.7421875
2023-03-30 20:30:20,799 Step 83 - loss: 1.7441799640655518 , train acc: 82.421875
2023-03-30 20:30:26,827 Step 84 - loss: 1.6888940334320068 , train acc: 84.5703125
2023-03-30 20:30:32,796 Step 85 - loss: 1.6993207931518555 , train acc: 83.3984375
2023-03-30 20:30:38,992 Step 86 - loss: 1.6609423160552979 , train acc: 83.59375
2023-03-30 20:30:45,332 Step 87 - loss: 1.6269190311431885 , train acc: 84.1796875
2023-03-30 20:30:51,312 Step 88 - loss: 1.5782084465026855 , train acc: 86.328125
2023-03-30 20:30:57,533 Step 89 - loss: 1.6161370277404785 , train acc: 83.3984375
2023-03-30 20:31:05,493 Step 90 - loss: 1.6299738883972168 , train acc: 83.3984375
2023-03-30 20:31:11,589 Step 91 - loss: 1.5091395378112793 , train acc: 86.5234375
2023-03-30 20:31:18,063 Step 92 - loss: 1.4718375205993652 , train acc: 86.1328125
2023-03-30 20:31:24,417 Step 93 - loss: 1.4512776136398315 , train acc: 88.671875
2023-03-30 20:31:30,904 Step 94 - loss: 1.4488773345947266 , train acc: 85.3515625
2023-03-30 20:31:37,484 Step 95 - loss: 1.4423177242279053 , train acc: 85.7421875
2023-03-30 20:31:44,300 Step 96 - loss: 1.3782750368118286 , train acc: 88.0859375
2023-03-30 20:31:48,416 Step 97 - loss: 1.3553541898727417 , train acc: 86.9047619047619
2023-03-30 20:31:48,473 Evaluate Epoch: 0
2023-03-30 20:33:54,441 Correct: 8792 / Total: 10000
2023-03-30 20:33:54,441 Average val loss: 1.3332172632217407
2023-03-30 20:33:54,441 Average val acc: 87.92
2023-03-30 20:33:54,801 Best test acc: 87.92
2023-03-30 20:33:54,801 Best model saved at ./checkpoints/cifar10_question_0.pt
2023-03-30 20:33:54,802 Train Epoch: 1
2023-03-30 20:34:01,228 Step 98 - loss: 1.338468313217163 , train acc: 87.109375
2023-03-30 20:34:07,505 Step 99 - loss: 1.3629000186920166 , train acc: 86.71875
2023-03-30 20:34:13,974 Step 100 - loss: 1.2974600791931152 , train acc: 88.0859375
2023-03-30 20:34:20,200 Step 101 - loss: 1.2387425899505615 , train acc: 89.453125
2023-03-30 20:34:26,197 Step 102 - loss: 1.249011516571045 , train acc: 87.3046875
2023-03-30 20:34:32,332 Step 103 - loss: 1.2066797018051147 , train acc: 89.453125
2023-03-30 20:34:38,361 Step 104 - loss: 1.1691961288452148 , train acc: 89.6484375
2023-03-30 20:34:44,215 Step 105 - loss: 1.2124863862991333 , train acc: 88.0859375
2023-03-30 20:34:50,586 Step 106 - loss: 1.1011075973510742 , train acc: 89.84375
2023-03-30 20:34:56,832 Step 107 - loss: 1.09732985496521 , train acc: 88.8671875
2023-03-30 20:35:02,514 Step 108 - loss: 1.0824750661849976 , train acc: 88.8671875
2023-03-30 20:35:08,906 Step 109 - loss: 1.0976823568344116 , train acc: 87.5
2023-03-30 20:35:15,114 Step 110 - loss: 1.086026906967163 , train acc: 86.328125
2023-03-30 20:35:21,211 Step 111 - loss: 1.070131540298462 , train acc: 88.28125
2023-03-30 20:35:27,225 Step 112 - loss: 1.0415065288543701 , train acc: 88.0859375
2023-03-30 20:35:33,791 Step 113 - loss: 0.9395998120307922 , train acc: 91.6015625
2023-03-30 20:35:39,792 Step 114 - loss: 0.9565364718437195 , train acc: 91.6015625
2023-03-30 20:35:46,251 Step 115 - loss: 0.9802687168121338 , train acc: 87.5
2023-03-30 20:35:52,040 Step 116 - loss: 0.9160459041595459 , train acc: 90.625
2023-03-30 20:35:58,564 Step 117 - loss: 0.9154022932052612 , train acc: 90.0390625
2023-03-30 20:36:04,997 Step 118 - loss: 0.9258827567100525 , train acc: 89.2578125
2023-03-30 20:36:11,279 Step 119 - loss: 0.9122412800788879 , train acc: 90.4296875
2023-03-30 20:36:17,264 Step 120 - loss: 0.9172471761703491 , train acc: 90.8203125
2023-03-30 20:36:23,394 Step 121 - loss: 0.8430045247077942 , train acc: 92.3828125
2023-03-30 20:36:29,821 Step 122 - loss: 0.8579086661338806 , train acc: 89.0625
2023-03-30 20:36:35,812 Step 123 - loss: 0.8110723495483398 , train acc: 91.2109375
2023-03-30 20:36:41,522 Step 124 - loss: 0.8611685037612915 , train acc: 90.234375
2023-03-30 20:36:47,655 Step 125 - loss: 0.8438947200775146 , train acc: 91.796875
2023-03-30 20:36:53,626 Step 126 - loss: 0.7914022207260132 , train acc: 91.6015625
2023-03-30 20:36:59,927 Step 127 - loss: 0.8151310682296753 , train acc: 90.625
2023-03-30 20:37:05,933 Step 128 - loss: 0.8188148736953735 , train acc: 90.4296875
2023-03-30 20:37:12,376 Step 129 - loss: 0.7439806461334229 , train acc: 92.3828125
2023-03-30 20:37:18,394 Step 130 - loss: 0.8635692596435547 , train acc: 89.0625
2023-03-30 20:37:24,827 Step 131 - loss: 0.774869441986084 , train acc: 91.015625
2023-03-30 20:37:31,344 Step 132 - loss: 0.7209675908088684 , train acc: 91.6015625
2023-03-30 20:37:37,518 Step 133 - loss: 0.6946303844451904 , train acc: 92.1875
2023-03-30 20:37:43,586 Step 134 - loss: 0.745154619216919 , train acc: 91.6015625
2023-03-30 20:37:49,891 Step 135 - loss: 0.7198830842971802 , train acc: 90.625
2023-03-30 20:37:56,096 Step 136 - loss: 0.6848725080490112 , train acc: 92.3828125
2023-03-30 20:38:02,232 Step 137 - loss: 0.7183219194412231 , train acc: 91.796875
2023-03-30 20:38:08,590 Step 138 - loss: 0.695136308670044 , train acc: 90.625
2023-03-30 20:38:15,124 Step 139 - loss: 0.7704117894172668 , train acc: 88.28125
2023-03-30 20:38:21,407 Step 140 - loss: 0.6795206069946289 , train acc: 92.3828125
2023-03-30 20:38:27,526 Step 141 - loss: 0.735007643699646 , train acc: 90.234375
2023-03-30 20:38:34,283 Step 142 - loss: 0.6369059085845947 , train acc: 93.5546875
2023-03-30 20:38:40,838 Step 143 - loss: 0.6876864433288574 , train acc: 91.40625
2023-03-30 20:38:47,259 Step 144 - loss: 0.6530638933181763 , train acc: 91.796875
2023-03-30 20:38:53,416 Step 145 - loss: 0.6465495824813843 , train acc: 93.359375
2023-03-30 20:38:59,888 Step 146 - loss: 0.6574162244796753 , train acc: 93.1640625
2023-03-30 20:39:06,115 Step 147 - loss: 0.7102832794189453 , train acc: 91.015625
2023-03-30 20:39:12,369 Step 148 - loss: 0.6979269981384277 , train acc: 89.453125
2023-03-30 20:39:18,928 Step 149 - loss: 0.6410484910011292 , train acc: 91.40625
2023-03-30 20:39:25,826 Step 150 - loss: 0.6815832257270813 , train acc: 89.0625
2023-03-30 20:39:32,467 Step 151 - loss: 0.6970738768577576 , train acc: 90.625
2023-03-30 20:39:39,170 Step 152 - loss: 0.6149892807006836 , train acc: 93.1640625
2023-03-30 20:39:45,699 Step 153 - loss: 0.6250550746917725 , train acc: 92.7734375
2023-03-30 20:39:52,130 Step 154 - loss: 0.6198686361312866 , train acc: 91.9921875
2023-03-30 20:39:58,889 Step 155 - loss: 0.6051983833312988 , train acc: 92.3828125
2023-03-30 20:40:05,393 Step 156 - loss: 0.6501060128211975 , train acc: 91.6015625
2023-03-30 20:40:11,950 Step 157 - loss: 0.6264498829841614 , train acc: 91.6015625
2023-03-30 20:40:18,184 Step 158 - loss: 0.658422589302063 , train acc: 89.84375
2023-03-30 20:40:24,205 Step 159 - loss: 0.5864343047142029 , train acc: 92.1875
2023-03-30 20:40:30,169 Step 160 - loss: 0.5864531993865967 , train acc: 92.96875
2023-03-30 20:40:37,183 Step 161 - loss: 0.5390383005142212 , train acc: 93.9453125
2023-03-30 20:40:43,625 Step 162 - loss: 0.516690731048584 , train acc: 93.75
2023-03-30 20:40:49,632 Step 163 - loss: 0.5497918725013733 , train acc: 93.359375
2023-03-30 20:40:55,826 Step 164 - loss: 0.5710264444351196 , train acc: 92.7734375
2023-03-30 20:41:01,556 Step 165 - loss: 0.5454056262969971 , train acc: 92.96875
2023-03-30 20:41:07,593 Step 166 - loss: 0.5505693554878235 , train acc: 93.75
2023-03-30 20:41:13,703 Step 167 - loss: 0.5859630107879639 , train acc: 92.578125
2023-03-30 20:41:20,385 Step 168 - loss: 0.5185559988021851 , train acc: 94.140625
2023-03-30 20:41:26,465 Step 169 - loss: 0.6091111302375793 , train acc: 91.015625
2023-03-30 20:41:32,452 Step 170 - loss: 0.5654399394989014 , train acc: 92.7734375
2023-03-30 20:41:38,704 Step 171 - loss: 0.6080416440963745 , train acc: 91.015625
2023-03-30 20:41:44,731 Step 172 - loss: 0.5020959973335266 , train acc: 93.359375
2023-03-30 20:41:51,110 Step 173 - loss: 0.47683191299438477 , train acc: 94.3359375
2023-03-30 20:41:57,500 Step 174 - loss: 0.5636377334594727 , train acc: 92.1875
2023-03-30 20:42:03,420 Step 175 - loss: 0.5609707832336426 , train acc: 91.6015625
2023-03-30 20:42:09,494 Step 176 - loss: 0.5210294723510742 , train acc: 91.796875
2023-03-30 20:42:15,476 Step 177 - loss: 0.4953393340110779 , train acc: 94.53125
2023-03-30 20:42:21,475 Step 178 - loss: 0.5761222243309021 , train acc: 91.9921875
2023-03-30 20:42:27,737 Step 179 - loss: 0.5470038056373596 , train acc: 93.359375
2023-03-30 20:42:34,366 Step 180 - loss: 0.45402613282203674 , train acc: 95.1171875
2023-03-30 20:42:40,728 Step 181 - loss: 0.5346847176551819 , train acc: 93.5546875
2023-03-30 20:42:47,245 Step 182 - loss: 0.5086588859558105 , train acc: 91.2109375
2023-03-30 20:42:54,287 Step 183 - loss: 0.5426254272460938 , train acc: 92.578125
2023-03-30 20:43:00,389 Step 184 - loss: 0.5605620741844177 , train acc: 91.9921875
2023-03-30 20:43:06,507 Step 185 - loss: 0.4957754909992218 , train acc: 93.359375
2023-03-30 20:43:12,672 Step 186 - loss: 0.5771138668060303 , train acc: 90.4296875
2023-03-30 20:43:19,145 Step 187 - loss: 0.5558061599731445 , train acc: 91.40625
2023-03-30 20:43:25,475 Step 188 - loss: 0.5187505483627319 , train acc: 92.1875
2023-03-30 20:43:32,027 Step 189 - loss: 0.4468512535095215 , train acc: 94.921875
2023-03-30 20:43:38,262 Step 190 - loss: 0.5210893154144287 , train acc: 92.578125
2023-03-30 20:43:44,013 Step 191 - loss: 0.5697370767593384 , train acc: 91.2109375
2023-03-30 20:43:50,346 Step 192 - loss: 0.43680477142333984 , train acc: 94.3359375
2023-03-30 20:43:56,496 Step 193 - loss: 0.541635274887085 , train acc: 92.578125
2023-03-30 20:44:02,316 Step 194 - loss: 0.43412235379219055 , train acc: 94.3359375
2023-03-30 20:44:06,400 Step 195 - loss: 0.5112506151199341 , train acc: 93.1547619047619
2023-03-30 20:44:06,447 Evaluate Epoch: 1
2023-03-30 20:46:09,359 Correct: 9280 / Total: 10000
2023-03-30 20:46:09,360 Average val loss: 0.5089092254638672
2023-03-30 20:46:09,360 Average val acc: 92.8
2023-03-30 20:46:09,759 Best test acc: 92.8
2023-03-30 20:46:09,760 Best model saved at ./checkpoints/cifar10_question_1.pt
2023-03-30 20:46:09,760 Train Epoch: 2
2023-03-30 20:46:16,305 Step 196 - loss: 0.4625685513019562 , train acc: 93.1640625
2023-03-30 20:46:22,540 Step 197 - loss: 0.4946652054786682 , train acc: 93.359375
2023-03-30 20:46:28,656 Step 198 - loss: 0.5089080929756165 , train acc: 92.7734375
2023-03-30 20:46:34,621 Step 199 - loss: 0.5064917206764221 , train acc: 92.7734375
2023-03-30 20:46:40,786 Step 200 - loss: 0.524830162525177 , train acc: 91.9921875
2023-03-30 20:46:46,827 Step 201 - loss: 0.47215110063552856 , train acc: 93.359375
2023-03-30 20:46:52,948 Step 202 - loss: 0.4932432174682617 , train acc: 92.3828125
2023-03-30 20:46:59,203 Step 203 - loss: 0.4359276592731476 , train acc: 93.9453125
2023-03-30 20:47:05,303 Step 204 - loss: 0.4296168386936188 , train acc: 94.921875
2023-03-30 20:47:11,126 Step 205 - loss: 0.49375635385513306 , train acc: 92.1875
2023-03-30 20:47:17,621 Step 206 - loss: 0.4209563732147217 , train acc: 94.53125
2023-03-30 20:47:23,475 Step 207 - loss: 0.4335865378379822 , train acc: 94.3359375
2023-03-30 20:47:29,581 Step 208 - loss: 0.46756860613822937 , train acc: 93.359375
2023-03-30 20:47:35,211 Step 209 - loss: 0.4704320430755615 , train acc: 93.5546875
2023-03-30 20:47:41,469 Step 210 - loss: 0.4319922924041748 , train acc: 95.3125
2023-03-30 20:47:47,680 Step 211 - loss: 0.4431609511375427 , train acc: 94.53125
2023-03-30 20:47:53,744 Step 212 - loss: 0.4602779150009155 , train acc: 94.140625
2023-03-30 20:48:00,987 Step 213 - loss: 0.4507327079772949 , train acc: 93.75
2023-03-30 20:48:07,321 Step 214 - loss: 0.4680292010307312 , train acc: 93.359375
2023-03-30 20:48:14,198 Step 215 - loss: 0.4817560911178589 , train acc: 93.359375
2023-03-30 20:48:21,037 Step 216 - loss: 0.5814729928970337 , train acc: 90.8203125
2023-03-30 20:48:27,742 Step 217 - loss: 0.4685748219490051 , train acc: 93.359375
2023-03-30 20:48:34,192 Step 218 - loss: 0.4958108067512512 , train acc: 93.1640625
2023-03-30 20:48:40,176 Step 219 - loss: 0.4401001036167145 , train acc: 94.921875
2023-03-30 20:48:46,374 Step 220 - loss: 0.44947922229766846 , train acc: 93.9453125
2023-03-30 20:48:52,687 Step 221 - loss: 0.45123013854026794 , train acc: 93.5546875
2023-03-30 20:48:59,843 Step 222 - loss: 0.4045933485031128 , train acc: 94.921875
2023-03-30 20:49:06,428 Step 223 - loss: 0.4052903950214386 , train acc: 94.53125
2023-03-30 20:49:12,796 Step 224 - loss: 0.4730070233345032 , train acc: 92.96875
2023-03-30 20:49:19,497 Step 225 - loss: 0.5230482816696167 , train acc: 92.578125
2023-03-30 20:49:26,113 Step 226 - loss: 0.4651874005794525 , train acc: 92.7734375
2023-03-30 20:49:32,846 Step 227 - loss: 0.43016403913497925 , train acc: 93.359375
2023-03-30 20:49:39,384 Step 228 - loss: 0.426780104637146 , train acc: 92.7734375
2023-03-30 20:49:45,582 Step 229 - loss: 0.4454105794429779 , train acc: 93.75
2023-03-30 20:49:51,688 Step 230 - loss: 0.41585978865623474 , train acc: 94.3359375
2023-03-30 20:49:57,489 Step 231 - loss: 0.47108128666877747 , train acc: 92.1875
2023-03-30 20:50:03,933 Step 232 - loss: 0.5018988847732544 , train acc: 91.015625
2023-03-30 20:50:09,976 Step 233 - loss: 0.4160822033882141 , train acc: 93.75
2023-03-30 20:50:15,998 Step 234 - loss: 0.4694845676422119 , train acc: 93.5546875
2023-03-30 20:50:21,950 Step 235 - loss: 0.3934788405895233 , train acc: 95.5078125
2023-03-30 20:50:28,560 Step 236 - loss: 0.45948997139930725 , train acc: 92.578125
2023-03-30 20:50:34,154 Step 237 - loss: 0.5511160492897034 , train acc: 90.8203125
2023-03-30 20:50:41,159 Step 238 - loss: 0.49023544788360596 , train acc: 92.7734375
2023-03-30 20:50:47,001 Step 239 - loss: 0.4055253267288208 , train acc: 94.921875
2023-03-30 20:50:53,043 Step 240 - loss: 0.47499045729637146 , train acc: 91.6015625
2023-03-30 20:50:59,227 Step 241 - loss: 0.43776944279670715 , train acc: 93.75
2023-03-30 20:51:05,135 Step 242 - loss: 0.4584784507751465 , train acc: 92.7734375
2023-03-30 20:51:11,054 Step 243 - loss: 0.41418135166168213 , train acc: 94.7265625
2023-03-30 20:51:17,112 Step 244 - loss: 0.4171142578125 , train acc: 92.96875
2023-03-30 20:51:23,422 Step 245 - loss: 0.40014180541038513 , train acc: 94.53125
2023-03-30 20:51:29,482 Step 246 - loss: 0.387099951505661 , train acc: 95.1171875
2023-03-30 20:51:35,848 Step 247 - loss: 0.472165584564209 , train acc: 93.9453125
2023-03-30 20:51:41,938 Step 248 - loss: 0.5484461784362793 , train acc: 90.234375
2023-03-30 20:51:48,040 Step 249 - loss: 0.4270840883255005 , train acc: 94.3359375
2023-03-30 20:51:54,508 Step 250 - loss: 0.4520148038864136 , train acc: 93.1640625
2023-03-30 20:52:01,167 Step 251 - loss: 0.43096500635147095 , train acc: 93.9453125
2023-03-30 20:52:07,347 Step 252 - loss: 0.41762855648994446 , train acc: 94.53125
2023-03-30 20:52:13,420 Step 253 - loss: 0.39242056012153625 , train acc: 94.7265625
2023-03-30 20:52:19,695 Step 254 - loss: 0.49054619669914246 , train acc: 92.7734375
2023-03-30 20:52:26,070 Step 255 - loss: 0.3996173143386841 , train acc: 93.9453125
2023-03-30 20:52:32,328 Step 256 - loss: 0.3908209800720215 , train acc: 94.53125
2023-03-30 20:52:38,451 Step 257 - loss: 0.3904515206813812 , train acc: 93.75
2023-03-30 20:52:44,720 Step 258 - loss: 0.4287087619304657 , train acc: 93.9453125
2023-03-30 20:52:50,967 Step 259 - loss: 0.4082590341567993 , train acc: 93.9453125
2023-03-30 20:52:57,020 Step 260 - loss: 0.4017783999443054 , train acc: 94.3359375
2023-03-30 20:53:03,281 Step 261 - loss: 0.41593021154403687 , train acc: 93.359375
2023-03-30 20:53:09,630 Step 262 - loss: 0.3591509461402893 , train acc: 94.53125
2023-03-30 20:53:15,511 Step 263 - loss: 0.4225766360759735 , train acc: 92.96875
2023-03-30 20:53:21,523 Step 264 - loss: 0.3843986988067627 , train acc: 95.1171875
2023-03-30 20:53:27,598 Step 265 - loss: 0.3585125803947449 , train acc: 94.53125
2023-03-30 20:53:33,582 Step 266 - loss: 0.4270789623260498 , train acc: 93.5546875
2023-03-30 20:53:39,628 Step 267 - loss: 0.4516308307647705 , train acc: 92.578125
2023-03-30 20:53:45,638 Step 268 - loss: 0.4392574429512024 , train acc: 93.5546875
2023-03-30 20:53:51,690 Step 269 - loss: 0.45671677589416504 , train acc: 91.6015625
2023-03-30 20:53:57,910 Step 270 - loss: 0.42017221450805664 , train acc: 92.96875
2023-03-30 20:54:04,525 Step 271 - loss: 0.4237649440765381 , train acc: 93.5546875
2023-03-30 20:54:10,807 Step 272 - loss: 0.42835038900375366 , train acc: 92.7734375
2023-03-30 20:54:17,422 Step 273 - loss: 0.4435482323169708 , train acc: 92.96875
2023-03-30 20:54:23,801 Step 274 - loss: 0.3948758840560913 , train acc: 93.9453125
2023-03-30 20:54:29,924 Step 275 - loss: 0.4243820905685425 , train acc: 93.359375
2023-03-30 20:54:35,948 Step 276 - loss: 0.41843342781066895 , train acc: 93.359375
2023-03-30 20:54:42,232 Step 277 - loss: 0.41254544258117676 , train acc: 93.359375
2023-03-30 20:54:48,731 Step 278 - loss: 0.40287530422210693 , train acc: 93.1640625
2023-03-30 20:54:55,217 Step 279 - loss: 0.35560405254364014 , train acc: 95.5078125
2023-03-30 20:55:01,872 Step 280 - loss: 0.400152325630188 , train acc: 93.9453125
2023-03-30 20:55:08,207 Step 281 - loss: 0.4051859378814697 , train acc: 93.9453125
2023-03-30 20:55:14,408 Step 282 - loss: 0.40572118759155273 , train acc: 93.9453125
2023-03-30 20:55:20,882 Step 283 - loss: 0.413427472114563 , train acc: 93.5546875
2023-03-30 20:55:27,399 Step 284 - loss: 0.3718167543411255 , train acc: 94.7265625
2023-03-30 20:55:33,848 Step 285 - loss: 0.39950865507125854 , train acc: 94.3359375
2023-03-30 20:55:40,054 Step 286 - loss: 0.3877713978290558 , train acc: 94.921875
2023-03-30 20:55:46,349 Step 287 - loss: 0.386277437210083 , train acc: 93.9453125
