2023-04-10 19:47:04,843 train_batch_size: 512
2023-04-10 19:47:04,843 test_batch_size: 512
2023-04-10 19:47:04,843 lr: 5e-05
2023-04-10 19:47:04,843 num_epochs: 50
2023-04-10 19:47:04,843 max_patience: 1
2023-04-10 19:47:05,754 Found cached dataset cifar10 (/home/dongwon/adapt-VL-models-to-vision-only-tasks/./cache/cifar10/plain_text/1.0.0/447d6ec4733dddd1ce3bb577c7166b986eaa4c538dcd9e805ba61f35674a9de4)
2023-04-10 19:47:10,557 Train Epoch: 0
2023-04-10 19:52:06,027 Step 43 - loss: 2.6468591690063477 , train acc: 69.3359375
2023-04-10 19:52:12,463 Step 44 - loss: 2.599003314971924 , train acc: 68.5546875
2023-04-10 19:52:19,117 Step 45 - loss: 2.584291696548462 , train acc: 70.3125
2023-04-10 19:52:25,721 Step 46 - loss: 2.562408447265625 , train acc: 69.53125
2023-04-10 19:52:32,580 Step 47 - loss: 2.5335047245025635 , train acc: 70.3125
2023-04-10 19:52:39,108 Step 48 - loss: 2.5178442001342773 , train acc: 69.53125
2023-04-10 19:52:45,749 Step 49 - loss: 2.517434597015381 , train acc: 68.5546875
2023-04-10 19:52:52,403 Step 50 - loss: 2.484365940093994 , train acc: 71.6796875
2023-04-10 19:52:58,921 Step 51 - loss: 2.4230594635009766 , train acc: 73.046875
2023-04-10 19:53:05,960 Step 52 - loss: 2.3941752910614014 , train acc: 73.046875
2023-04-10 19:53:12,599 Step 53 - loss: 2.4195456504821777 , train acc: 69.140625
2023-04-10 19:53:19,164 Step 54 - loss: 2.393773078918457 , train acc: 71.2890625
2023-04-10 19:53:25,702 Step 55 - loss: 2.3445401191711426 , train acc: 72.65625
2023-04-10 19:53:31,899 Step 56 - loss: 2.3384528160095215 , train acc: 71.2890625
2023-04-10 19:53:38,139 Step 57 - loss: 2.240567207336426 , train acc: 78.7109375
2023-04-10 19:53:44,732 Step 58 - loss: 2.258249282836914 , train acc: 75.9765625
2023-04-10 19:53:51,343 Step 59 - loss: 2.2519443035125732 , train acc: 72.65625
2023-04-10 19:53:57,882 Step 60 - loss: 2.273595094680786 , train acc: 70.703125
2023-04-10 19:54:04,400 Step 61 - loss: 2.136331081390381 , train acc: 77.5390625
2023-04-10 19:54:11,126 Step 62 - loss: 2.1363072395324707 , train acc: 77.34375
2023-04-10 19:54:17,575 Step 63 - loss: 2.0818934440612793 , train acc: 75.78125
2023-04-10 19:54:25,156 Step 64 - loss: 2.037182331085205 , train acc: 80.46875
2023-04-10 19:54:31,759 Step 65 - loss: 2.069721221923828 , train acc: 76.171875
2023-04-10 19:54:38,411 Step 66 - loss: 2.023625135421753 , train acc: 77.9296875
2023-04-10 19:54:45,006 Step 67 - loss: 1.9592130184173584 , train acc: 77.734375
2023-04-10 19:54:51,605 Step 68 - loss: 1.9629185199737549 , train acc: 76.953125
2023-04-10 19:54:58,025 Step 69 - loss: 1.9642317295074463 , train acc: 74.8046875
2023-04-10 19:55:05,901 Step 70 - loss: 1.9434456825256348 , train acc: 74.21875
2023-04-10 19:55:12,529 Step 71 - loss: 1.8795286417007446 , train acc: 79.296875
2023-04-10 19:55:19,156 Step 72 - loss: 1.854442834854126 , train acc: 76.171875
2023-04-10 19:55:25,742 Step 73 - loss: 1.7925083637237549 , train acc: 80.2734375
2023-04-10 19:55:32,250 Step 74 - loss: 1.7638312578201294 , train acc: 80.46875
2023-04-10 19:55:37,820 Step 75 - loss: 1.754226803779602 , train acc: 81.0546875
2023-04-10 19:55:44,200 Step 76 - loss: 1.7486023902893066 , train acc: 81.640625
2023-04-10 19:55:50,757 Step 77 - loss: 1.6434730291366577 , train acc: 82.8125
2023-04-10 19:55:57,096 Step 78 - loss: 1.6519508361816406 , train acc: 81.8359375
2023-04-10 19:56:03,624 Step 79 - loss: 1.600602388381958 , train acc: 82.2265625
2023-04-10 19:56:10,130 Step 80 - loss: 1.593854546546936 , train acc: 84.1796875
2023-04-10 19:56:16,205 Step 81 - loss: 1.5638420581817627 , train acc: 83.7890625
2023-04-10 19:56:23,069 Step 82 - loss: 1.537013053894043 , train acc: 83.984375
2023-04-10 19:56:29,642 Step 83 - loss: 1.4221398830413818 , train acc: 86.1328125
2023-04-10 19:56:36,253 Step 84 - loss: 1.4743374586105347 , train acc: 83.3984375
2023-04-10 19:56:42,850 Step 85 - loss: 1.4209907054901123 , train acc: 84.9609375
2023-04-10 19:56:49,564 Step 86 - loss: 1.3866631984710693 , train acc: 86.1328125
2023-04-10 19:56:56,110 Step 87 - loss: 1.4001989364624023 , train acc: 84.9609375
2023-04-10 19:57:03,565 Step 88 - loss: 1.355891466140747 , train acc: 85.9375
2023-04-10 19:57:09,780 Step 89 - loss: 1.3567006587982178 , train acc: 85.15625
2023-04-10 19:57:16,159 Step 90 - loss: 1.262096643447876 , train acc: 86.1328125
2023-04-10 19:57:22,484 Step 91 - loss: 1.2938894033432007 , train acc: 84.375
2023-04-10 19:57:28,817 Step 92 - loss: 1.1567180156707764 , train acc: 89.0625
2023-04-10 19:57:35,122 Step 93 - loss: 1.2296479940414429 , train acc: 86.5234375
2023-04-10 19:57:42,847 Step 94 - loss: 1.2222084999084473 , train acc: 86.5234375
2023-04-10 19:57:49,310 Step 95 - loss: 1.2022547721862793 , train acc: 85.9375
2023-04-10 19:57:55,758 Step 96 - loss: 1.2038774490356445 , train acc: 86.328125
2023-04-10 19:57:59,823 Step 97 - loss: 1.1992762088775635 , train acc: 88.0952380952381
2023-04-10 19:57:59,854 Evaluate Epoch: 0
2023-04-10 20:00:05,686 Correct: 8727 / Total: 10000
2023-04-10 20:00:05,686 Average val loss: 1.1523857116699219
2023-04-10 20:00:05,686 Average val acc: 87.27
2023-04-10 20:00:08,583 Best test acc: 87.27
2023-04-10 20:00:08,583 Best model saved at ./checkpoints/ViLT_cifar10_class_names_0.pt
2023-04-10 20:00:08,584 Train Epoch: 1
2023-04-10 20:00:14,790 Step 98 - loss: 1.1063579320907593 , train acc: 88.4765625
2023-04-10 20:00:22,560 Step 99 - loss: 1.1284064054489136 , train acc: 87.5
2023-04-10 20:00:28,976 Step 100 - loss: 1.126455545425415 , train acc: 86.5234375
2023-04-10 20:00:35,417 Step 101 - loss: 1.1453301906585693 , train acc: 87.3046875
2023-04-10 20:00:42,144 Step 102 - loss: 1.0583908557891846 , train acc: 87.890625
2023-04-10 20:00:48,669 Step 103 - loss: 1.0201268196105957 , train acc: 88.8671875
2023-04-10 20:00:55,201 Step 104 - loss: 1.0626014471054077 , train acc: 88.28125
2023-04-10 20:01:02,401 Step 105 - loss: 1.1064159870147705 , train acc: 85.546875
2023-04-10 20:01:08,747 Step 106 - loss: 1.0168633460998535 , train acc: 87.6953125
2023-04-10 20:01:15,042 Step 107 - loss: 1.0176894664764404 , train acc: 89.453125
2023-04-10 20:01:21,621 Step 108 - loss: 0.9321558475494385 , train acc: 91.015625
2023-04-10 20:01:28,150 Step 109 - loss: 0.9935769438743591 , train acc: 87.890625
2023-04-10 20:01:34,951 Step 110 - loss: 0.9028395414352417 , train acc: 90.0390625
2023-04-10 20:01:41,746 Step 111 - loss: 0.9136039018630981 , train acc: 90.4296875
2023-04-10 20:01:48,123 Step 112 - loss: 0.881662905216217 , train acc: 91.40625
2023-04-10 20:01:54,584 Step 113 - loss: 0.8422842025756836 , train acc: 91.6015625
2023-04-10 20:02:00,929 Step 114 - loss: 0.8400405049324036 , train acc: 90.625
2023-04-10 20:02:07,390 Step 115 - loss: 0.8139572143554688 , train acc: 91.015625
2023-04-10 20:02:14,495 Step 116 - loss: 0.8498575687408447 , train acc: 90.0390625
2023-04-10 20:02:21,173 Step 117 - loss: 0.8651340007781982 , train acc: 90.4296875
2023-04-10 20:02:27,675 Step 118 - loss: 0.8813202381134033 , train acc: 88.0859375
2023-04-10 20:02:34,052 Step 119 - loss: 0.8421501517295837 , train acc: 89.84375
2023-04-10 20:02:40,547 Step 120 - loss: 0.8141064047813416 , train acc: 90.4296875
2023-04-10 20:02:47,099 Step 121 - loss: 0.8224005699157715 , train acc: 90.234375
2023-04-10 20:02:55,382 Step 122 - loss: 0.7888264656066895 , train acc: 89.84375
2023-04-10 20:03:01,930 Step 123 - loss: 0.783318817615509 , train acc: 90.4296875
2023-04-10 20:03:08,434 Step 124 - loss: 0.7365907430648804 , train acc: 92.7734375
2023-04-10 20:03:13,915 Step 125 - loss: 0.7609655857086182 , train acc: 90.0390625
2023-04-10 20:03:19,928 Step 126 - loss: 0.7405279874801636 , train acc: 90.625
2023-04-10 20:03:26,032 Step 127 - loss: 0.6985384821891785 , train acc: 91.9921875
2023-04-10 20:03:31,702 Step 128 - loss: 0.7700339555740356 , train acc: 90.0390625
2023-04-10 20:03:38,057 Step 129 - loss: 0.6815522909164429 , train acc: 92.7734375
2023-04-10 20:03:44,376 Step 130 - loss: 0.7125380039215088 , train acc: 91.6015625
2023-04-10 20:03:50,903 Step 131 - loss: 0.7913848161697388 , train acc: 88.8671875
2023-04-10 20:03:57,265 Step 132 - loss: 0.7638823986053467 , train acc: 90.234375
2023-04-10 20:04:03,618 Step 133 - loss: 0.6787527799606323 , train acc: 91.40625
2023-04-10 20:04:10,636 Step 134 - loss: 0.6378933191299438 , train acc: 93.359375
2023-04-10 20:04:17,394 Step 135 - loss: 0.5899391770362854 , train acc: 93.9453125
2023-04-10 20:04:23,922 Step 136 - loss: 0.6721005439758301 , train acc: 91.6015625
2023-04-10 20:04:29,852 Step 137 - loss: 0.6643334627151489 , train acc: 90.234375
2023-04-10 20:04:36,150 Step 138 - loss: 0.736945629119873 , train acc: 89.453125
2023-04-10 20:04:42,317 Step 139 - loss: 0.6418631076812744 , train acc: 91.796875
2023-04-10 20:04:48,595 Step 140 - loss: 0.6891175508499146 , train acc: 91.796875
2023-04-10 20:04:55,483 Step 141 - loss: 0.6420725584030151 , train acc: 91.6015625
2023-04-10 20:05:01,862 Step 142 - loss: 0.6748033761978149 , train acc: 92.1875
2023-04-10 20:05:08,251 Step 143 - loss: 0.6289328336715698 , train acc: 91.40625
2023-04-10 20:05:14,557 Step 144 - loss: 0.6717648506164551 , train acc: 89.6484375
2023-04-10 20:05:20,813 Step 145 - loss: 0.6815041303634644 , train acc: 90.8203125
2023-04-10 20:05:27,182 Step 146 - loss: 0.6138193607330322 , train acc: 92.3828125
2023-04-10 20:05:34,293 Step 147 - loss: 0.6238515377044678 , train acc: 92.1875
2023-04-10 20:05:40,809 Step 148 - loss: 0.5818015336990356 , train acc: 93.1640625
2023-04-10 20:05:47,398 Step 149 - loss: 0.606189489364624 , train acc: 92.1875
2023-04-10 20:05:53,318 Step 150 - loss: 0.6114389896392822 , train acc: 90.8203125
2023-04-10 20:05:59,607 Step 151 - loss: 0.6097623109817505 , train acc: 92.578125
2023-04-10 20:06:06,286 Step 152 - loss: 0.6061496734619141 , train acc: 92.578125
2023-04-10 20:06:13,635 Step 153 - loss: 0.5662785768508911 , train acc: 91.9921875
2023-04-10 20:06:19,935 Step 154 - loss: 0.5703089833259583 , train acc: 92.96875
2023-04-10 20:06:26,254 Step 155 - loss: 0.570424497127533 , train acc: 93.359375
2023-04-10 20:06:32,674 Step 156 - loss: 0.5858140587806702 , train acc: 91.40625
2023-04-10 20:06:38,866 Step 157 - loss: 0.5513962507247925 , train acc: 92.96875
2023-04-10 20:06:45,458 Step 158 - loss: 0.6337082982063293 , train acc: 90.8203125
2023-04-10 20:06:52,463 Step 159 - loss: 0.5342835783958435 , train acc: 92.7734375
2023-04-10 20:06:58,737 Step 160 - loss: 0.5153181552886963 , train acc: 93.75
2023-04-10 20:07:05,082 Step 161 - loss: 0.5222537517547607 , train acc: 93.75
2023-04-10 20:07:11,431 Step 162 - loss: 0.5458487272262573 , train acc: 94.3359375
2023-04-10 20:07:17,655 Step 163 - loss: 0.5630649328231812 , train acc: 92.578125
2023-04-10 20:07:23,905 Step 164 - loss: 0.6195285320281982 , train acc: 91.796875
2023-04-10 20:07:32,055 Step 165 - loss: 0.536267876625061 , train acc: 91.9921875
2023-04-10 20:07:38,532 Step 166 - loss: 0.5156806707382202 , train acc: 93.5546875
2023-04-10 20:07:44,900 Step 167 - loss: 0.5710669755935669 , train acc: 92.3828125
2023-04-10 20:07:51,127 Step 168 - loss: 0.5383127927780151 , train acc: 92.578125
2023-04-10 20:07:57,266 Step 169 - loss: 0.5056995749473572 , train acc: 92.578125
2023-04-10 20:08:05,023 Step 170 - loss: 0.5472341179847717 , train acc: 92.3828125
2023-04-10 20:08:11,331 Step 171 - loss: 0.4842801094055176 , train acc: 93.5546875
2023-04-10 20:08:17,760 Step 172 - loss: 0.5537244081497192 , train acc: 92.1875
2023-04-10 20:08:24,187 Step 173 - loss: 0.5963396430015564 , train acc: 91.40625
2023-04-10 20:08:30,596 Step 174 - loss: 0.5531010627746582 , train acc: 91.015625
2023-04-10 20:08:37,110 Step 175 - loss: 0.480976402759552 , train acc: 94.140625
2023-04-10 20:08:45,066 Step 176 - loss: 0.4085462689399719 , train acc: 96.484375
2023-04-10 20:08:51,389 Step 177 - loss: 0.5169163942337036 , train acc: 92.578125
2023-04-10 20:08:57,706 Step 178 - loss: 0.563879132270813 , train acc: 91.796875
2023-04-10 20:09:03,544 Step 179 - loss: 0.513827383518219 , train acc: 92.1875
2023-04-10 20:09:10,034 Step 180 - loss: 0.5146621465682983 , train acc: 92.1875
2023-04-10 20:09:16,411 Step 181 - loss: 0.5066907405853271 , train acc: 92.7734375
2023-04-10 20:09:23,510 Step 182 - loss: 0.5538957118988037 , train acc: 90.4296875
2023-04-10 20:09:30,382 Step 183 - loss: 0.4941537380218506 , train acc: 93.1640625
2023-04-10 20:09:36,834 Step 184 - loss: 0.518390417098999 , train acc: 92.3828125
2023-04-10 20:09:43,002 Step 185 - loss: 0.464486300945282 , train acc: 93.9453125
2023-04-10 20:09:49,381 Step 186 - loss: 0.4936941862106323 , train acc: 93.75
2023-04-10 20:09:55,796 Step 187 - loss: 0.5195750594139099 , train acc: 92.578125
2023-04-10 20:10:02,874 Step 188 - loss: 0.5742126703262329 , train acc: 91.2109375
2023-04-10 20:10:09,857 Step 189 - loss: 0.4983272850513458 , train acc: 93.9453125
2023-04-10 20:10:16,270 Step 190 - loss: 0.4647795855998993 , train acc: 92.3828125
2023-04-10 20:10:22,685 Step 191 - loss: 0.5073683857917786 , train acc: 92.1875
2023-04-10 20:10:29,156 Step 192 - loss: 0.4509526491165161 , train acc: 94.53125
2023-04-10 20:10:35,602 Step 193 - loss: 0.4212304353713989 , train acc: 93.9453125
2023-04-10 20:10:43,349 Step 194 - loss: 0.5130043029785156 , train acc: 91.40625
2023-04-10 20:10:47,387 Step 195 - loss: 0.4991840124130249 , train acc: 93.1547619047619
2023-04-10 20:10:47,428 Evaluate Epoch: 1
2023-04-10 20:12:52,740 Correct: 9270 / Total: 10000
2023-04-10 20:12:52,740 Average val loss: 0.5117326974868774
2023-04-10 20:12:52,740 Average val acc: 92.7
2023-04-10 20:12:53,228 Best test acc: 92.7
2023-04-10 20:12:53,228 Best model saved at ./checkpoints/ViLT_cifar10_class_names_1.pt
2023-04-10 20:12:53,229 Train Epoch: 2
2023-04-10 20:12:59,550 Step 196 - loss: 0.5238606929779053 , train acc: 92.7734375
2023-04-10 20:13:04,938 Step 197 - loss: 0.510789155960083 , train acc: 93.1640625
2023-04-10 20:13:10,726 Step 198 - loss: 0.4769692122936249 , train acc: 94.140625
2023-04-10 20:13:17,847 Step 199 - loss: 0.4645528197288513 , train acc: 92.96875
2023-04-10 20:13:24,720 Step 200 - loss: 0.46323537826538086 , train acc: 93.359375
2023-04-10 20:13:31,150 Step 201 - loss: 0.5431147813796997 , train acc: 92.7734375
2023-04-10 20:13:37,519 Step 202 - loss: 0.4668128788471222 , train acc: 92.96875
2023-04-10 20:13:44,045 Step 203 - loss: 0.4821634292602539 , train acc: 92.1875
2023-04-10 20:13:50,432 Step 204 - loss: 0.5724121332168579 , train acc: 91.015625
2023-04-10 20:13:59,042 Step 205 - loss: 0.44339966773986816 , train acc: 94.140625
2023-04-10 20:14:05,412 Step 206 - loss: 0.526057243347168 , train acc: 92.578125
2023-04-10 20:14:11,856 Step 207 - loss: 0.5186541080474854 , train acc: 92.3828125
2023-04-10 20:14:18,277 Step 208 - loss: 0.48518669605255127 , train acc: 93.1640625
2023-04-10 20:14:24,653 Step 209 - loss: 0.5007620453834534 , train acc: 92.578125
2023-04-10 20:14:31,043 Step 210 - loss: 0.48428720235824585 , train acc: 91.796875
2023-04-10 20:14:39,258 Step 211 - loss: 0.4502237141132355 , train acc: 93.1640625
2023-04-10 20:14:45,617 Step 212 - loss: 0.46464186906814575 , train acc: 93.5546875
2023-04-10 20:14:51,974 Step 213 - loss: 0.5213562846183777 , train acc: 91.796875
2023-04-10 20:14:58,365 Step 214 - loss: 0.4529989957809448 , train acc: 93.75
2023-04-10 20:15:04,798 Step 215 - loss: 0.4585989713668823 , train acc: 93.75
2023-04-10 20:15:11,376 Step 216 - loss: 0.4570671319961548 , train acc: 94.140625
2023-04-10 20:15:18,237 Step 217 - loss: 0.4473501145839691 , train acc: 93.359375
2023-04-10 20:15:24,804 Step 218 - loss: 0.4276263117790222 , train acc: 93.5546875
2023-04-10 20:15:31,349 Step 219 - loss: 0.4571927785873413 , train acc: 93.5546875
2023-04-10 20:15:37,879 Step 220 - loss: 0.5060136318206787 , train acc: 92.1875
2023-04-10 20:15:44,318 Step 221 - loss: 0.401641845703125 , train acc: 94.3359375
2023-04-10 20:15:50,865 Step 222 - loss: 0.42504650354385376 , train acc: 93.359375
2023-04-10 20:15:59,313 Step 223 - loss: 0.3865254521369934 , train acc: 95.3125
2023-04-10 20:16:05,790 Step 224 - loss: 0.5071254372596741 , train acc: 92.1875
2023-04-10 20:16:12,201 Step 225 - loss: 0.5194168090820312 , train acc: 91.796875
2023-04-10 20:16:18,626 Step 226 - loss: 0.5191986560821533 , train acc: 91.6015625
2023-04-10 20:16:25,025 Step 227 - loss: 0.43694451451301575 , train acc: 93.1640625
2023-04-10 20:16:32,051 Step 228 - loss: 0.4724999666213989 , train acc: 94.140625
2023-04-10 20:16:38,240 Step 229 - loss: 0.4886876046657562 , train acc: 92.3828125
2023-04-10 20:16:44,658 Step 230 - loss: 0.4948135018348694 , train acc: 92.578125
2023-04-10 20:16:51,136 Step 231 - loss: 0.5308745503425598 , train acc: 91.9921875
2023-04-10 20:16:57,564 Step 232 - loss: 0.4486563503742218 , train acc: 92.578125
2023-04-10 20:17:03,961 Step 233 - loss: 0.47147896885871887 , train acc: 93.5546875
2023-04-10 20:17:10,425 Step 234 - loss: 0.4271111488342285 , train acc: 93.75
2023-04-10 20:17:19,516 Step 235 - loss: 0.3956705629825592 , train acc: 93.9453125
2023-04-10 20:17:26,113 Step 236 - loss: 0.45844656229019165 , train acc: 93.1640625
2023-04-10 20:17:32,469 Step 237 - loss: 0.4820674657821655 , train acc: 94.53125
2023-04-10 20:17:38,850 Step 238 - loss: 0.4170193672180176 , train acc: 93.9453125
2023-04-10 20:17:45,350 Step 239 - loss: 0.49939078092575073 , train acc: 91.9921875
2023-04-10 20:17:53,265 Step 240 - loss: 0.4583340585231781 , train acc: 92.7734375
2023-04-10 20:17:59,755 Step 241 - loss: 0.41409003734588623 , train acc: 93.5546875
2023-04-10 20:18:06,232 Step 242 - loss: 0.39252638816833496 , train acc: 95.3125
2023-04-10 20:18:12,659 Step 243 - loss: 0.4593912959098816 , train acc: 92.578125
2023-04-10 20:18:19,308 Step 244 - loss: 0.4140832722187042 , train acc: 94.140625
2023-04-10 20:18:25,926 Step 245 - loss: 0.3544917106628418 , train acc: 95.3125
2023-04-10 20:18:34,167 Step 246 - loss: 0.41858476400375366 , train acc: 93.359375
2023-04-10 20:18:40,529 Step 247 - loss: 0.4440007209777832 , train acc: 92.1875
2023-04-10 20:18:47,132 Step 248 - loss: 0.3884941041469574 , train acc: 94.53125
2023-04-10 20:18:54,166 Step 249 - loss: 0.45185500383377075 , train acc: 93.1640625
2023-04-10 20:19:00,599 Step 250 - loss: 0.4573383927345276 , train acc: 93.1640625
2023-04-10 20:19:06,894 Step 251 - loss: 0.4277958273887634 , train acc: 93.5546875
2023-04-10 20:19:14,895 Step 252 - loss: 0.405453622341156 , train acc: 94.53125
2023-04-10 20:19:21,255 Step 253 - loss: 0.4294484555721283 , train acc: 93.1640625
2023-04-10 20:19:27,765 Step 254 - loss: 0.43500614166259766 , train acc: 92.96875
2023-04-10 20:19:34,055 Step 255 - loss: 0.4044957458972931 , train acc: 94.140625
2023-04-10 20:19:40,246 Step 256 - loss: 0.3522273898124695 , train acc: 94.921875
2023-04-10 20:19:46,823 Step 257 - loss: 0.4664580821990967 , train acc: 93.9453125
2023-04-10 20:19:54,038 Step 258 - loss: 0.3906613290309906 , train acc: 94.140625
2023-04-10 20:20:00,376 Step 259 - loss: 0.4722897410392761 , train acc: 93.1640625
2023-04-10 20:20:06,735 Step 260 - loss: 0.4523099958896637 , train acc: 92.96875
2023-04-10 20:20:13,196 Step 261 - loss: 0.43855443596839905 , train acc: 92.7734375
2023-04-10 20:20:19,818 Step 262 - loss: 0.42747554183006287 , train acc: 92.96875
2023-04-10 20:20:26,331 Step 263 - loss: 0.5186815857887268 , train acc: 91.9921875
2023-04-10 20:20:34,187 Step 264 - loss: 0.42667463421821594 , train acc: 93.5546875
2023-04-10 20:20:40,610 Step 265 - loss: 0.3925159275531769 , train acc: 93.5546875
2023-04-10 20:20:46,979 Step 266 - loss: 0.3785942792892456 , train acc: 94.921875
2023-04-10 20:20:53,310 Step 267 - loss: 0.40416035056114197 , train acc: 93.1640625
2023-04-10 20:20:59,890 Step 268 - loss: 0.4711854159832001 , train acc: 93.1640625
2023-04-10 20:21:06,279 Step 269 - loss: 0.41084733605384827 , train acc: 94.3359375
2023-04-10 20:21:12,643 Step 270 - loss: 0.4338231682777405 , train acc: 92.3828125
2023-04-10 20:21:19,161 Step 271 - loss: 0.36268144845962524 , train acc: 94.7265625
2023-04-10 20:21:25,660 Step 272 - loss: 0.4729233384132385 , train acc: 92.578125
2023-04-10 20:21:32,047 Step 273 - loss: 0.4241979420185089 , train acc: 93.359375
2023-04-10 20:21:38,521 Step 274 - loss: 0.3743380308151245 , train acc: 93.5546875
2023-04-10 20:21:46,665 Step 275 - loss: 0.4444519877433777 , train acc: 93.359375
2023-04-10 20:21:53,031 Step 276 - loss: 0.46268346905708313 , train acc: 91.9921875
2023-04-10 20:21:58,591 Step 277 - loss: 0.4359078109264374 , train acc: 92.7734375
2023-04-10 20:22:03,968 Step 278 - loss: 0.4192664623260498 , train acc: 93.9453125
2023-04-10 20:22:09,977 Step 279 - loss: 0.4107472002506256 , train acc: 92.578125
2023-04-10 20:22:16,336 Step 280 - loss: 0.4575389623641968 , train acc: 93.75
2023-04-10 20:22:22,733 Step 281 - loss: 0.4026032090187073 , train acc: 93.9453125
2023-04-10 20:22:29,431 Step 282 - loss: 0.41021597385406494 , train acc: 93.1640625
2023-04-10 20:22:35,824 Step 283 - loss: 0.3695014417171478 , train acc: 93.75
2023-04-10 20:22:42,145 Step 284 - loss: 0.3926748037338257 , train acc: 94.53125
2023-04-10 20:22:48,506 Step 285 - loss: 0.3908154368400574 , train acc: 93.1640625
2023-04-10 20:22:54,833 Step 286 - loss: 0.3155306279659271 , train acc: 95.703125
2023-04-10 20:23:02,475 Step 287 - loss: 0.3970097303390503 , train acc: 93.75
